receiveTime,cpm,cpmError
2015-11-20 22:12:16,2.2,0.663325
2015-11-20 22:17:07,2.4,0.69282
2015-11-20 22:22:07,2.8,0.748331
2015-11-20 22:27:07,2.8,0.748331
2015-11-20 22:32:08,2.4,0.69282
2015-11-20 22:37:08,4.6,0.959166
2015-11-20 22:42:09,3.0,0.774597
2015-11-20 22:47:09,1.8,0.6
2015-11-20 22:52:10,2.6,0.72111
2015-11-20 22:57:10,3.2,0.8
2015-11-20 23:02:11,1.6,0.565685
2015-11-20 23:07:12,3.2,0.8
2015-11-20 23:12:13,1.6,0.565685
2015-11-20 23:17:14,2.2,0.663325
2015-11-20 23:22:14,3.2,0.8
2015-11-20 23:27:15,1.4,0.52915
2015-11-20 23:32:15,1.2,0.489898
2015-11-20 23:37:16,3.4,0.824621
2015-11-20 23:42:06,2.8,0.748331
2015-11-20 23:47:07,3.6,0.848528
2015-11-20 23:52:07,3.6,0.848528
2015-11-20 23:57:08,3.0,0.774597
2015-11-21 00:02:08,1.8,0.6
2015-11-21 00:07:09,1.8,0.6
2015-11-21 00:12:09,2.0,0.632456
2015-11-21 00:17:10,2.4,0.69282
2015-11-21 00:22:10,1.4,0.52915
2015-11-21 00:27:11,1.8,0.6
2015-11-21 00:32:11,1.2,0.489898
2015-11-21 00:37:12,2.2,0.663325
2015-11-21 00:42:13,2.0,0.632456
2015-11-21 00:47:13,3.0,0.774597
2015-11-21 00:52:14,3.2,0.8
2015-11-21 00:57:14,2.2,0.663325
2015-11-21 01:02:14,2.2,0.663325
2015-11-21 01:07:15,1.8,0.6
2015-11-21 01:12:15,1.4,0.52915
2015-11-21 01:17:16,3.8,0.87178
2015-11-21 01:22:07,3.8,0.87178
2015-11-21 01:27:07,2.4,0.69282
2015-11-21 01:32:07,2.8,0.748331
2015-11-21 01:37:08,1.6,0.565685
2015-11-21 01:42:08,2.6,0.72111
2015-11-21 01:47:09,3.4,0.824621
2015-11-21 01:52:10,1.8,0.6
2015-11-21 01:57:10,2.6,0.72111
2015-11-21 02:02:11,2.2,0.663325
2015-11-21 02:07:11,2.4,0.69282
2015-11-21 02:12:12,3.4,0.824621
2015-11-21 02:17:12,2.8,0.748331
2015-11-21 02:22:13,1.8,0.6
2015-11-21 02:27:13,2.8,0.748331
2015-11-21 02:32:14,2.4,0.69282
2015-11-21 02:37:14,3.0,0.774597
2015-11-21 02:42:15,3.6,0.848528
2015-11-21 02:47:15,2.8,0.748331
2015-11-21 02:52:16,1.0,0.447214
2015-11-21 02:57:06,2.8,0.748331
2015-11-21 03:02:07,3.4,0.824621
2015-11-21 03:07:08,2.4,0.69282
2015-11-21 03:12:08,2.4,0.69282
2015-11-21 03:17:09,3.0,0.774597
2015-11-21 03:22:09,3.6,0.848528
2015-11-21 03:27:09,3.0,0.774597
2015-11-21 03:32:10,3.0,0.774597
2015-11-21 03:37:11,2.8,0.748331
2015-11-21 03:42:11,1.6,0.565685
2015-11-21 03:47:12,2.2,0.663325
2015-11-21 03:52:12,3.0,0.774597
2015-11-21 03:57:13,2.0,0.632456
2015-11-21 04:02:13,2.4,0.69282
2015-11-21 04:07:14,2.2,0.663325
2015-11-21 04:12:14,2.2,0.663325
2015-11-21 04:17:15,3.4,0.824621
2015-11-21 04:22:15,3.4,0.824621
2015-11-21 04:27:16,4.2,0.916515
2015-11-21 04:32:06,2.8,0.748331
2015-11-21 04:37:07,2.4,0.69282
2015-11-21 04:42:07,2.2,0.663325
2015-11-21 04:47:08,3.6,0.848528
2015-11-21 04:52:08,2.8,0.748331
2015-11-21 04:57:09,1.2,0.489898
2015-11-21 05:02:09,3.6,0.848528
2015-11-21 05:07:10,2.6,0.72111
2015-11-21 05:12:10,1.6,0.565685
2015-11-21 05:17:11,2.0,0.632456
2015-11-21 05:22:12,2.6,0.72111
2015-11-21 05:27:12,3.2,0.8
2015-11-21 05:32:13,2.6,0.72111
2015-11-21 05:37:13,2.2,0.663325
2015-11-21 05:42:14,1.8,0.6
2015-11-21 05:47:14,2.4,0.69282
2015-11-21 05:52:15,2.2,0.663325
2015-11-21 05:57:15,2.4,0.69282
2015-11-21 06:02:16,2.2,0.663325
2015-11-21 06:07:06,3.2,0.8
2015-11-21 06:12:07,2.6,0.72111
2015-11-21 06:17:07,2.4,0.69282
2015-11-21 06:22:08,3.6,0.848528
2015-11-21 06:27:09,2.6,0.72111
2015-11-21 06:32:09,3.0,0.774597
2015-11-21 06:37:10,1.2,0.489898
2015-11-21 06:42:10,2.0,0.632456
2015-11-21 06:47:11,2.2,0.663325
2015-11-21 06:52:11,3.4,0.824621
2015-11-21 06:57:12,2.4,0.69282
2015-11-21 07:02:12,1.6,0.565685
2015-11-21 07:07:13,2.4,0.69282
2015-11-21 07:12:13,3.2,0.8
2015-11-21 07:17:14,2.2,0.663325
2015-11-21 07:22:14,2.4,0.69282
2015-11-21 07:27:15,1.8,0.6
2015-11-21 07:32:15,3.2,0.8
2015-11-21 07:37:16,2.2,0.663325
2015-11-21 07:42:06,1.4,0.52915
2015-11-21 07:47:07,2.4,0.69282
2015-11-21 07:52:07,3.4,0.824621
